FIPS ,State,County,Pop_2010
01001, Alabama,Autauga ,54571
01003, Alabama,Baldwin ,182265
01005, Alabama,Barbour ,27457
01007, Alabama,Bibb ,22915
01009, Alabama,Blount ,57322
01011, Alabama,Bullock ,10914
01013, Alabama,Butler ,20947
01015, Alabama,Calhoun ,118572
01017, Alabama,Chambers ,34215
01019, Alabama,Cherokee ,25989
01021, Alabama,Chilton ,43643
01023, Alabama,Choctaw ,13859
01025, Alabama,Clarke ,25833
01027, Alabama,Clay ,13932
01029, Alabama,Cleburne ,14972
01031, Alabama,Coffee ,49948
01033, Alabama,Colbert ,54428
01035, Alabama,Conecuh ,13228
01037, Alabama,Coosa ,11539
01039, Alabama,Covington ,37765
01041, Alabama,Crenshaw ,13906
01043, Alabama,Cullman ,80406
01045, Alabama,Dale ,50251
01047, Alabama,Dallas ,43820
01049, Alabama,DeKalb ,71109
01051, Alabama,Elmore ,79303
01053, Alabama,Escambia ,38319
01055, Alabama,Etowah ,104430
01057, Alabama,Fayette ,17241
01059, Alabama,Franklin ,31704
01061, Alabama,Geneva ,26790
01063, Alabama,Greene ,9045
01065, Alabama,Hale ,15760
01067, Alabama,Henry ,17302
01069, Alabama,Houston ,101547
01071, Alabama,Jackson ,53227
01073, Alabama,Jefferson ,658466
01075, Alabama,Lamar ,14564
01077, Alabama,Lauderdale ,92709
01079, Alabama,Lawrence ,34339
01081, Alabama,Lee ,140247
01083, Alabama,Limestone ,82782
01085, Alabama,Lowndes ,11299
01087, Alabama,Macon ,21452
01089, Alabama,Madison ,334811
01091, Alabama,Marengo ,21027
01093, Alabama,Marion ,30776
01095, Alabama,Marshall ,93019
01097, Alabama,Mobile ,412992
01099, Alabama,Monroe ,23068
01101, Alabama,Montgomery ,229363
01103, Alabama,Morgan ,119490
01105, Alabama,Perry ,10591
01107, Alabama,Pickens ,19746
01109, Alabama,Pike ,32899
01111, Alabama,Randolph ,22913
01113, Alabama,Russell ,52947
01115, Alabama,St. Clair ,83593
01117, Alabama,Shelby ,195085
01119, Alabama,Sumter ,13763
01121, Alabama,Talladega ,82291
01123, Alabama,Tallapoosa ,41616
01125, Alabama,Tuscaloosa ,194656
01127, Alabama,Walker ,67023
01129, Alabama,Washington ,17581
01131, Alabama,Wilcox ,11670
01133, Alabama,Winston ,24484
02013, Alaska,Aleutians East ,3141
02016, Alaska,Aleutians West ,5561
02020, Alaska,Anchorage Municipality,291826
02050, Alaska,Bethel ,17013
02060, Alaska,Bristol Bay ,997
02068, Alaska,Denali Borough,1826
02070, Alaska,Dillingham ,4847
02090, Alaska,Fairbanks North Star Borough,97581
02100, Alaska,Haines ,2508
02105, Alaska,Hoonah-Angoon Census Area,2150
02110, Alaska,Juneau ,31275
02122, Alaska,Kenai Peninsula ,55400
02130, Alaska,Ketchikan Gateway Borough,13477
02150, Alaska,Kodiak Island ,13592
02158, Alaska,Kusilvak ,7459
02164, Alaska,Lake and Peninsula ,1631
02170, Alaska,Matanuska-Susitna Borough,88995
02180, Alaska,Nome,9492
02185, Alaska,North Slope ,9430
02188, Alaska,Northwest Arctic ,7523
02195, Alaska,Petersburg ,3815
02198, Alaska,Prince of Wales-Hyder ,5559
02220, Alaska,Sitka ,8881
02230, Alaska,Skagway ,968
02240, Alaska,Southeast Fairbanks ,7029
02261, Alaska,Valdez-Cordova ,9636
02275, Alaska,Wrangell ,2369
02282, Alaska,Yakutat ,662
02290, Alaska,Yukon-Koyukuk ,5588
04001, Arizona,Apache ,71518
04003, Arizona,Cochise ,131346
04005, Arizona,Coconino ,134421
04007, Arizona,Gila ,53597
04009, Arizona,Graham ,37220
04011, Arizona,Greenlee ,8437
04012, Arizona,La Paz ,20489
04013, Arizona,Maricopa ,3817117
04015, Arizona,Mohave ,200186
04017, Arizona,Navajo ,107449
04019, Arizona,Pima ,980263
04021, Arizona,Pinal ,375770
04023, Arizona,Santa Cruz ,47420
04025, Arizona,Yavapai ,211033
04027, Arizona,Yuma ,195751
05001, Arkansas,Arkansas ,19019
05003, Arkansas,Ashley ,21853
05005, Arkansas,Baxter ,41513
05007, Arkansas,Benton ,221339
05009, Arkansas,Boone ,36903
05011, Arkansas,Bradley ,11508
05013, Arkansas,Calhoun ,5368
05015, Arkansas,Carroll ,27446
05017, Arkansas,Chicot ,11800
05019, Arkansas,Clark ,22995
05021, Arkansas,Clay ,16083
05023, Arkansas,Cleburne ,25970
05025, Arkansas,Cleveland ,8689
05027, Arkansas,Columbia ,24552
05029, Arkansas,Conway ,21273
05031, Arkansas,Craighead ,96443
05033, Arkansas,Crawford ,61948
05035, Arkansas,Crittenden ,50902
05037, Arkansas,Cross ,17870
05039, Arkansas,Dallas ,8116
05041, Arkansas,Desha ,13008
05043, Arkansas,Drew ,18509
05045, Arkansas,Faulkner ,113237
05047, Arkansas,Franklin ,18125
05049, Arkansas,Fulton ,12245
05051, Arkansas,Garland ,96024
05053, Arkansas,Grant ,17853
05055, Arkansas,Greene ,42090
05057, Arkansas,Hempstead ,22609
05059, Arkansas,Hot Spring ,32923
05061, Arkansas,Howard ,13789
05063, Arkansas,Independence ,36647
05065, Arkansas,Izard ,13696
05067, Arkansas,Jackson ,17997
05069, Arkansas,Jefferson ,77435
05071, Arkansas,Johnson ,25540
05073, Arkansas,Lafayette ,7645
05075, Arkansas,Lawrence ,17415
05077, Arkansas,Lee ,10424
05079, Arkansas,Lincoln ,14134
05081, Arkansas,Little River ,13171
05083, Arkansas,Logan ,22353
05085, Arkansas,Lonoke ,68356
05087, Arkansas,Madison ,15717
05089, Arkansas,Marion ,16653
05091, Arkansas,Miller ,43462
05093, Arkansas,Mississippi ,46480
05095, Arkansas,Monroe ,8149
05097, Arkansas,Montgomery ,9487
05099, Arkansas,Nevada ,8997
05101, Arkansas,Newton ,8330
05103, Arkansas,Ouachita ,26120
05105, Arkansas,Perry ,10445
05107, Arkansas,Phillips ,21757
05109, Arkansas,Pike ,11291
05111, Arkansas,Poinsett ,24583
05113, Arkansas,Polk ,20662
05115, Arkansas,Pope ,61754
05117, Arkansas,Prairie ,8715
05119, Arkansas,Pulaski ,382748
05121, Arkansas,Randolph ,17969
05123, Arkansas,St. Francis ,28258
05125, Arkansas,Saline ,107118
05127, Arkansas,Scott ,11233
05129, Arkansas,Searcy ,8195
05131, Arkansas,Sebastian ,125744
05133, Arkansas,Sevier ,17058
05135, Arkansas,Sharp ,17264
05137, Arkansas,Stone ,12394
05139, Arkansas,Union ,41639
05141, Arkansas,Van Buren ,17295
05143, Arkansas,Washington ,203065
05145, Arkansas,White ,77076
05147, Arkansas,Woodruff ,7260
05149, Arkansas,Yell ,22185
06001, California,Alameda ,1510271
06003, California,Alpine ,1175
06005, California,Amador ,38091
06007, California,Butte ,220000
06009, California,Calaveras ,45578
06011, California,Colusa ,21419
06013, California,Contra Costa ,1049025
06015, California,Del Norte ,28610
06017, California,El Dorado ,181058
06019, California,Fresno ,930450
06021, California,Glenn ,28122
06023, California,Humboldt ,134623
06025, California,Imperial ,174528
06027, California,Inyo ,18546
06029, California,Kern ,839631
06031, California,Kings ,152982
06033, California,Lake ,64665
06035, California,Lassen ,34895
06037, California,Los Angeles ,9818605
06039, California,Madera ,150865
06041, California,Marin ,252409
06043, California,Mariposa ,18251
06045, California,Mendocino ,87841
06047, California,Merced ,255793
06049, California,Modoc ,9686
06051, California,Mono ,14202
06053, California,Monterey ,415057
06055, California,Napa ,136484
06057, California,Nevada ,98764
06059, California,Orange ,3010232
06061, California,Placer ,348432
06063, California,Plumas ,20007
06065, California,Riverside ,2189641
06067, California,Sacramento ,1418788
06069, California,San Benito ,55269
06071, California,San Bernardino ,2035210
06073, California,San Diego ,3095313
06075, California,San Francisco ,805235
06077, California,San Joaquin ,685306
06079, California,San Luis Obispo ,269637
06081, California,San Mateo ,718451
06083, California,Santa Barbara ,423895
06085, California,Santa Clara ,1781642
06087, California,Santa Cruz ,262382
06089, California,Shasta ,177223
06091, California,Sierra ,3240
06093, California,Siskiyou ,44900
06095, California,Solano ,413344
06097, California,Sonoma ,483878
06099, California,Stanislaus ,514453
06101, California,Sutter ,94737
06103, California,Tehama ,63463
06105, California,Trinity ,13786
06107, California,Tulare ,442179
06109, California,Tuolumne ,55365
06111, California,Ventura ,823318
06113, California,Yolo ,200849
06115, California,Yuba ,72155
08001, Colorado,Adams ,441603
08003, Colorado,Alamosa ,15445
08005, Colorado,Arapahoe ,572003
08007, Colorado,Archuleta ,12084
08009, Colorado,Baca ,3788
08011, Colorado,Bent ,6499
08013, Colorado,Boulder ,294567
08014, Colorado,Broomfield ,55889
08015, Colorado,Chaffee ,17809
08017, Colorado,Cheyenne ,1836
08019, Colorado,Clear Creek ,9088
08021, Colorado,Conejos ,8256
08023, Colorado,Costilla ,3524
08025, Colorado,Crowley ,5823
08027, Colorado,Custer ,4255
08029, Colorado,Delta ,30952
08031, Colorado,Denver ,600158
08033, Colorado,Dolores ,2064
08035, Colorado,Douglas ,285465
08037, Colorado,Eagle ,52197
08039, Colorado,Elbert ,23086
08041, Colorado,El Paso ,622263
08043, Colorado,Fremont ,46824
08045, Colorado,Garfield ,56389
08047, Colorado,Gilpin ,5441
08049, Colorado,Grand ,14843
08051, Colorado,Gunnison ,15324
08053, Colorado,Hinsdale ,843
08055, Colorado,Huerfano ,6711
08057, Colorado,Jackson ,1394
08059, Colorado,Jefferson ,534543
08061, Colorado,Kiowa ,1398
08063, Colorado,Kit Carson ,8270
08065, Colorado,Lake ,7310
08067, Colorado,La Plata ,51334
08069, Colorado,Larimer ,299630
08071, Colorado,Las Animas ,15507
08073, Colorado,Lincoln ,5467
08075, Colorado,Logan ,22709
08077, Colorado,Mesa ,146723
08079, Colorado,Mineral ,712
08081, Colorado,Moffat ,13795
08083, Colorado,Montezuma ,25535
08085, Colorado,Montrose ,41276
08087, Colorado,Morgan ,28159
08089, Colorado,Otero ,18831
08091, Colorado,Ouray ,4436
08093, Colorado,Park ,16206
08095, Colorado,Phillips ,4442
08097, Colorado,Pitkin ,17148
08099, Colorado,Prowers ,12551
08101, Colorado,Pueblo ,159063
08103, Colorado,Rio Blanco ,6666
08105, Colorado,Rio Grande ,11982
08107, Colorado,Routt ,23509
08109, Colorado,Saguache ,6108
08111, Colorado,San Juan ,699
08113, Colorado,San Miguel ,7359
08115, Colorado,Sedgwick ,2379
08117, Colorado,Summit ,27994
08119, Colorado,Teller ,23350
08121, Colorado,Washington ,4814
08123, Colorado,Weld ,252825
08125, Colorado,Yuma ,10043
09001, Connecticut,Fairfield ,916829
09003, Connecticut,Hartford ,894014
09005, Connecticut,Litchfield ,189927
09007, Connecticut,Middlesex ,165676
09009, Connecticut,New Haven ,862477
09011, Connecticut,New London ,274055
09013, Connecticut,Tolland ,152691
09015, Connecticut,Windham ,118428
10001, Delaware,Kent ,162310
10003, Delaware,New Castle ,538479
10005, Delaware,Sussex ,197145
11001, District of Columbia,District of Columbia,601723
12001, Florida,Alachua ,247336
12003, Florida,Baker ,27115
12005, Florida,Bay ,168852
12007, Florida,Bradford ,28520
12009, Florida,Brevard ,543376
12011, Florida,Broward ,1748066
12013, Florida,Calhoun ,14625
12015, Florida,Charlotte ,159978
12017, Florida,Citrus ,141236
12019, Florida,Clay ,190865
12021, Florida,Collier ,321520
12023, Florida,Columbia ,67531
12027, Florida,DeSoto ,34862
12029, Florida,Dixie ,16422
12031, Florida,Duval ,864263
12033, Florida,Escambia ,297619
12035, Florida,Flagler ,95696
12037, Florida,Franklin ,11549
12039, Florida,Gadsden ,46389
12041, Florida,Gilchrist ,16939
12043, Florida,Glades ,12884
12045, Florida,Gulf ,15863
12047, Florida,Hamilton ,14799
12049, Florida,Hardee ,27731
12051, Florida,Hendry ,39140
12053, Florida,Hernando ,172778
12055, Florida,Highlands ,98786
12057, Florida,Hillsborough ,1229226
12059, Florida,Holmes ,19927
12061, Florida,Indian River ,138028
12063, Florida,Jackson ,49746
12065, Florida,Jefferson ,14761
12067, Florida,Lafayette ,8870
12069, Florida,Lake ,297052
12071, Florida,Lee ,618754
12073, Florida,Leon ,275487
12075, Florida,Levy ,40801
12077, Florida,Liberty ,8365
12079, Florida,Madison ,19224
12081, Florida,Manatee ,322833
12083, Florida,Marion ,331298
12085, Florida,Martin ,146318
12086, Florida,Miami-Dade ,2496435
12087, Florida,Monroe ,73090
12089, Florida,Nassau ,73314
12091, Florida,Okaloosa ,180822
12093, Florida,Okeechobee ,39996
12095, Florida,Orange ,1145956
12097, Florida,Osceola ,268685
12099, Florida,Palm Beach ,1320134
12101, Florida,Pasco ,464697
12103, Florida,Pinellas ,916542
12105, Florida,Polk ,602095
12107, Florida,Putnam ,74364
12109, Florida,St. Johns ,190039
12111, Florida,St. Lucie ,277789
12113, Florida,Santa Rosa ,151372
12115, Florida,Sarasota ,379448
12117, Florida,Seminole ,422718
12119, Florida,Sumter ,93420
12121, Florida,Suwannee ,41551
12123, Florida,Taylor ,22570
12125, Florida,Union ,15535
12127, Florida,Volusia ,494593
12129, Florida,Wakulla ,30776
12131, Florida,Walton ,55043
12133, Florida,Washington ,24896
13001, Georgia,Appling ,18236
13003, Georgia,Atkinson ,8375
13005, Georgia,Bacon ,11096
13007, Georgia,Baker ,3451
13009, Georgia,Baldwin ,45720
13011, Georgia,Banks ,18395
13013, Georgia,Barrow ,69367
13015, Georgia,Bartow ,100157
13017, Georgia,Ben Hill ,17634
13019, Georgia,Berrien ,19286
13021, Georgia,Bibb ,155547
13023, Georgia,Bleckley ,13063
13025, Georgia,Brantley ,18411
13027, Georgia,Brooks ,16243
13029, Georgia,Bryan ,30233
13031, Georgia,Bulloch ,70217
13033, Georgia,Burke ,23316
13035, Georgia,Butts ,23655
13037, Georgia,Calhoun ,6694
13039, Georgia,Camden ,50513
13043, Georgia,Candler ,10998
13045, Georgia,Carroll ,110527
13047, Georgia,Catoosa ,63942
13049, Georgia,Charlton ,12171
13051, Georgia,Chatham ,265128
13053, Georgia,Chattahoochee ,11267
13055, Georgia,Chattooga ,26015
13057, Georgia,Cherokee ,214346
13059, Georgia,Clarke ,116714
13061, Georgia,Clay ,3183
13063, Georgia,Clayton ,259424
13065, Georgia,Clinch ,6798
13067, Georgia,Cobb ,688078
13069, Georgia,Coffee ,42356
13071, Georgia,Colquitt ,45498
13073, Georgia,Columbia ,124053
13075, Georgia,Cook ,17212
13077, Georgia,Coweta ,127317
13079, Georgia,Crawford ,12630
13081, Georgia,Crisp ,23439
13083, Georgia,Dade ,16633
13085, Georgia,Dawson ,22330
13087, Georgia,Decatur ,27842
13089, Georgia,DeKalb ,691893
13091, Georgia,Dodge ,21796
13093, Georgia,Dooly ,14918
13095, Georgia,Dougherty ,94565
13097, Georgia,Douglas ,132403
13099, Georgia,Early ,11008
13101, Georgia,Echols ,4034
13103, Georgia,Effingham ,52250
13105, Georgia,Elbert ,20166
13107, Georgia,Emanuel ,22598
13109, Georgia,Evans ,11000
13111, Georgia,Fannin ,23682
13113, Georgia,Fayette ,106567
13115, Georgia,Floyd ,96317
13117, Georgia,Forsyth ,175511
13119, Georgia,Franklin ,22084
13121, Georgia,Fulton ,920581
13123, Georgia,Gilmer ,28292
13125, Georgia,Glascock ,3082
13127, Georgia,Glynn ,79626
13129, Georgia,Gordon ,55186
13131, Georgia,Grady ,25011
13133, Georgia,Greene ,15994
13135, Georgia,Gwinnett ,805321
13137, Georgia,Habersham ,43041
13139, Georgia,Hall ,179684
13141, Georgia,Hancock ,9429
13143, Georgia,Haralson ,28780
13145, Georgia,Harris ,32024
13147, Georgia,Hart ,25213
13149, Georgia,Heard ,11834
13151, Georgia,Henry ,203922
13153, Georgia,Houston ,139900
13155, Georgia,Irwin ,9538
13157, Georgia,Jackson ,60485
13159, Georgia,Jasper ,13900
13161, Georgia,Jeff Davis ,15068
13163, Georgia,Jefferson ,16930
13165, Georgia,Jenkins ,8340
13167, Georgia,Johnson ,9980
13169, Georgia,Jones ,28669
13171, Georgia,Lamar ,18317
13173, Georgia,Lanier ,10078
13175, Georgia,Laurens ,48434
13177, Georgia,Lee ,28298
13179, Georgia,Liberty ,63453
13181, Georgia,Lincoln ,7996
13183, Georgia,Long ,14464
13185, Georgia,Lowndes ,109233
13187, Georgia,Lumpkin ,29966
13189, Georgia,McDuffie ,21875
13191, Georgia,McIntosh ,14333
13193, Georgia,Macon ,14740
13195, Georgia,Madison ,28120
13197, Georgia,Marion ,8742
13199, Georgia,Meriwether ,21992
13201, Georgia,Miller ,6125
13205, Georgia,Mitchell ,23498
13207, Georgia,Monroe ,26424
13209, Georgia,Montgomery ,9123
13211, Georgia,Morgan ,17868
13213, Georgia,Murray ,39628
13215, Georgia,Muscogee ,189885
13217, Georgia,Newton ,99958
13219, Georgia,Oconee ,32808
13221, Georgia,Oglethorpe ,14899
13223, Georgia,Paulding ,142324
13225, Georgia,Peach ,27695
13227, Georgia,Pickens ,29431
13229, Georgia,Pierce ,18758
13231, Georgia,Pike ,17869
13233, Georgia,Polk ,41475
13235, Georgia,Pulaski ,12010
13237, Georgia,Putnam ,21218
13239, Georgia,Quitman ,2513
13241, Georgia,Rabun ,16276
13243, Georgia,Randolph ,7719
13245, Georgia,Richmond ,200549
13247, Georgia,Rockdale ,85215
13249, Georgia,Schley ,5010
13251, Georgia,Screven ,14593
13253, Georgia,Seminole ,8729
13255, Georgia,Spalding ,64073
13257, Georgia,Stephens ,26175
13259, Georgia,Stewart ,6058
13261, Georgia,Sumter ,32819
13263, Georgia,Talbot ,6865
13265, Georgia,Taliaferro ,1717
13267, Georgia,Tattnall ,25520
13269, Georgia,Taylor ,8906
13271, Georgia,Telfair ,16500
13273, Georgia,Terrell ,9315
13275, Georgia,Thomas ,44720
13277, Georgia,Tift ,40118
13279, Georgia,Toombs ,27223
13281, Georgia,Towns ,10471
13283, Georgia,Treutlen ,6885
13285, Georgia,Troup ,67044
13287, Georgia,Turner ,8930
13289, Georgia,Twiggs ,9023
13291, Georgia,Union ,21356
13293, Georgia,Upson ,27153
13295, Georgia,Walker ,68756
13297, Georgia,Walton ,83768
13299, Georgia,Ware ,36312
13301, Georgia,Warren ,5834
13303, Georgia,Washington ,21187
13305, Georgia,Wayne ,30099
13307, Georgia,Webster ,2799
13309, Georgia,Wheeler ,7421
13311, Georgia,White ,27144
13313, Georgia,Whitfield ,102599
13315, Georgia,Wilcox ,9255
13317, Georgia,Wilkes ,10593
13319, Georgia,Wilkinson ,9563
13321, Georgia,Worth ,21679
15001, Hawaii,Hawaii ,185079
15003, Hawaii,Honolulu ,953207
15005, Hawaii,Kalawao ,90
15007, Hawaii,Kauai ,67091
15009, Hawaii,Maui ,154834
16001, Idaho,Ada ,392365
16003, Idaho,Adams ,3976
16005, Idaho,Bannock ,82839
16007, Idaho,Bear Lake ,5986
16009, Idaho,Benewah ,9285
16011, Idaho,Bingham ,45607
16013, Idaho,Blaine ,21376
16015, Idaho,Boise ,7028
16017, Idaho,Bonner ,40877
16019, Idaho,Bonneville ,104234
16021, Idaho,Boundary ,10972
16023, Idaho,Butte ,2891
16025, Idaho,Camas ,1117
16027, Idaho,Canyon ,188923
16029, Idaho,Caribou ,6963
16031, Idaho,Cassia ,22952
16033, Idaho,Clark ,982
16035, Idaho,Clearwater ,8761
16037, Idaho,Custer ,4368
16039, Idaho,Elmore ,27038
16041, Idaho,Franklin ,12786
16043, Idaho,Fremont ,13242
16045, Idaho,Gem ,16719
16047, Idaho,Gooding ,15464
16049, Idaho,Idaho ,16267
16051, Idaho,Jefferson ,26140
16053, Idaho,Jerome ,22374
16055, Idaho,Kootenai ,138494
16057, Idaho,Latah ,37244
16059, Idaho,Lemhi ,7936
16061, Idaho,Lewis ,3821
16063, Idaho,Lincoln ,5208
16065, Idaho,Madison ,37536
16067, Idaho,Minidoka ,20069
16069, Idaho,Nez Perce ,39265
16071, Idaho,Oneida ,4286
16073, Idaho,Owyhee ,11526
16075, Idaho,Payette ,22623
16077, Idaho,Power ,7817
16079, Idaho,Shoshone ,12765
16081, Idaho,Teton ,10170
16083, Idaho,Twin Falls ,77230
16085, Idaho,Valley ,9862
16087, Idaho,Washington ,10198
17001, Illinois,Adams ,67103
17003, Illinois,Alexander ,8238
17005, Illinois,Bond ,17768
17007, Illinois,Boone ,54165
17009, Illinois,Brown ,6937
17011, Illinois,Bureau ,34978
17013, Illinois,Calhoun ,5089
17015, Illinois,Carroll ,15387
17017, Illinois,Cass ,13642
17019, Illinois,Champaign ,201081
17021, Illinois,Christian ,34800
17023, Illinois,Clark ,16335
17025, Illinois,Clay ,13815
17027, Illinois,Clinton ,37762
17029, Illinois,Coles ,53873
17031, Illinois,Cook ,5194675
17033, Illinois,Crawford ,19817
17035, Illinois,Cumberland ,11048
17037, Illinois,DeKalb ,105160
17039, Illinois,De Witt ,16561
17041, Illinois,Douglas ,19980
17043, Illinois,DuPage ,916924
17045, Illinois,Edgar ,18576
17047, Illinois,Edwards ,6721
17049, Illinois,Effingham ,34242
17051, Illinois,Fayette ,22140
17053, Illinois,Ford ,14081
17055, Illinois,Franklin ,39561
17057, Illinois,Fulton ,37069
17059, Illinois,Gallatin ,5589
17061, Illinois,Greene ,13886
17063, Illinois,Grundy ,50063
17065, Illinois,Hamilton ,8457
17067, Illinois,Hancock ,19104
17069, Illinois,Hardin ,4320
17071, Illinois,Henderson ,7331
17073, Illinois,Henry ,50486
17075, Illinois,Iroquois ,29718
17077, Illinois,Jackson ,60218
17079, Illinois,Jasper ,9698
17081, Illinois,Jefferson ,38827
17083, Illinois,Jersey ,22985
17085, Illinois,Jo Daviess ,22678
17087, Illinois,Johnson ,12582
17089, Illinois,Kane ,515269
17091, Illinois,Kankakee ,113449
17093, Illinois,Kendall ,114736
17095, Illinois,Knox ,52919
17097, Illinois,Lake ,703462
17099, Illinois,LaSalle ,113924
17101, Illinois,Lawrence ,16833
17103, Illinois,Lee ,36031
17105, Illinois,Livingston ,38950
17107, Illinois,Logan ,30305
17109, Illinois,McDonough ,32612
17111, Illinois,McHenry ,308760
17113, Illinois,McLean ,169572
17115, Illinois,Macon ,110768
17117, Illinois,Macoupin ,47765
17119, Illinois,Madison ,269282
17121, Illinois,Marion ,39437
17123, Illinois,Marshall ,12640
17125, Illinois,Mason ,14666
17127, Illinois,Massac ,15429
17129, Illinois,Menard ,12705
17131, Illinois,Mercer ,16434
17133, Illinois,Monroe ,32957
17135, Illinois,Montgomery ,30104
17137, Illinois,Morgan ,35547
17139, Illinois,Moultrie ,14846
17141, Illinois,Ogle ,53497
17143, Illinois,Peoria ,186494
17145, Illinois,Perry ,22350
17147, Illinois,Piatt ,16729
17149, Illinois,Pike ,16430
17151, Illinois,Pope ,4470
17153, Illinois,Pulaski ,6161
17155, Illinois,Putnam ,6006
17157, Illinois,Randolph ,33476
17159, Illinois,Richland ,16233
17161, Illinois,Rock Island ,147546
17163, Illinois,St. Clair ,270056
17165, Illinois,Saline ,24913
17167, Illinois,Sangamon ,197465
17169, Illinois,Schuyler ,7544
17171, Illinois,Scott ,5355
17173, Illinois,Shelby ,22363
17175, Illinois,Stark ,5994
17177, Illinois,Stephenson ,47711
17179, Illinois,Tazewell ,135394
17181, Illinois,Union ,17808
17183, Illinois,Vermilion ,81625
17185, Illinois,Wabash ,11947
17187, Illinois,Warren ,17707
17189, Illinois,Washington ,14716
17191, Illinois,Wayne ,16760
17193, Illinois,White ,14665
17195, Illinois,Whiteside ,58498
17197, Illinois,Will ,677560
17199, Illinois,Williamson ,66357
17201, Illinois,Winnebago ,295266
17203, Illinois,Woodford ,38664
18001, Indiana,Adams ,34387
18003, Indiana,Allen ,355329
18005, Indiana,Bartholomew ,76794
18007, Indiana,Benton ,8854
18009, Indiana,Blackford ,12766
18011, Indiana,Boone ,56640
18013, Indiana,Brown ,15242
18015, Indiana,Carroll ,20155
18017, Indiana,Cass ,38966
18019, Indiana,Clark ,110232
18021, Indiana,Clay ,26890
18023, Indiana,Clinton ,33224
18025, Indiana,Crawford ,10713
18027, Indiana,Daviess ,31648
18029, Indiana,Dearborn ,50047
18031, Indiana,Decatur ,25740
18033, Indiana,DeKalb ,42223
18035, Indiana,Delaware ,117671
18037, Indiana,Dubois ,41889
18039, Indiana,Elkhart ,197559
18041, Indiana,Fayette ,24277
18043, Indiana,Floyd ,74578
18045, Indiana,Fountain ,17240
18047, Indiana,Franklin ,23087
18049, Indiana,Fulton ,20836
18051, Indiana,Gibson ,33503
18053, Indiana,Grant ,70061
18055, Indiana,Greene ,33165
18057, Indiana,Hamilton ,274569
18059, Indiana,Hancock ,70002
18061, Indiana,Harrison ,39364
18063, Indiana,Hendricks ,145448
18065, Indiana,Henry ,49462
18067, Indiana,Howard ,82752
18069, Indiana,Huntington ,37124
18071, Indiana,Jackson ,42376
18073, Indiana,Jasper ,33478
18075, Indiana,Jay ,21253
18077, Indiana,Jefferson ,32428
18079, Indiana,Jennings ,28525
18081, Indiana,Johnson ,139654
18083, Indiana,Knox ,38440
18085, Indiana,Kosciusko ,77358
18087, Indiana,LaGrange ,37128
18089, Indiana,Lake ,496005
18091, Indiana,LaPorte ,111467
18093, Indiana,Lawrence ,46134
18095, Indiana,Madison ,131636
18097, Indiana,Marion ,903393
18099, Indiana,Marshall ,47051
18101, Indiana,Martin ,10334
18103, Indiana,Miami ,36903
18105, Indiana,Monroe ,137974
18107, Indiana,Montgomery ,38124
18109, Indiana,Morgan ,68894
18111, Indiana,Newton ,14244
18113, Indiana,Noble ,47536
18115, Indiana,Ohio ,6128
18117, Indiana,Orange ,19840
18119, Indiana,Owen ,21575
18121, Indiana,Parke ,17339
18123, Indiana,Perry ,19338
18125, Indiana,Pike ,12845
18127, Indiana,Porter ,164343
18129, Indiana,Posey ,25910
18131, Indiana,Pulaski ,13402
18133, Indiana,Putnam ,37963
18135, Indiana,Randolph ,26171
18137, Indiana,Ripley ,28818
18139, Indiana,Rush ,17392
18141, Indiana,St. Joseph ,266931
18143, Indiana,Scott ,24181
18145, Indiana,Shelby ,44436
18147, Indiana,Spencer ,20952
18149, Indiana,Starke ,23363
18151, Indiana,Steuben ,34185
18153, Indiana,Sullivan ,21475
18155, Indiana,Switzerland ,10613
18157, Indiana,Tippecanoe ,172780
18159, Indiana,Tipton ,15936
18161, Indiana,Union ,7516
18163, Indiana,Vanderburgh ,179703
18165, Indiana,Vermillion ,16212
18167, Indiana,Vigo ,107848
18169, Indiana,Wabash ,32888
18171, Indiana,Warren ,8508
18173, Indiana,Warrick ,59689
18175, Indiana,Washington ,28262
18177, Indiana,Wayne ,68917
18179, Indiana,Wells ,27636
18181, Indiana,White ,24643
18183, Indiana,Whitley ,33292
19001, Iowa,Adair ,7682
19003, Iowa,Adams ,4029
19005, Iowa,Allamakee ,14330
19007, Iowa,Appanoose ,12887
19009, Iowa,Audubon ,6119
19011, Iowa,Benton ,26076
19013, Iowa,Black Hawk ,131090
19015, Iowa,Boone ,26306
19017, Iowa,Bremer ,24276
19019, Iowa,Buchanan ,20958
19021, Iowa,Buena Vista ,20260
19023, Iowa,Butler ,14867
19025, Iowa,Calhoun ,9670
19027, Iowa,Carroll ,20816
19029, Iowa,Cass ,13956
19031, Iowa,Cedar ,18499
19033, Iowa,Cerro Gordo ,44151
19035, Iowa,Cherokee ,12072
19037, Iowa,Chickasaw ,12439
19039, Iowa,Clarke ,9286
19041, Iowa,Clay ,16667
19043, Iowa,Clayton ,18129
19045, Iowa,Clinton ,49116
19047, Iowa,Crawford ,17096
19049, Iowa,Dallas ,66135
19051, Iowa,Davis ,8753
19053, Iowa,Decatur ,8457
19055, Iowa,Delaware ,17764
19057, Iowa,Des Moines ,40325
19059, Iowa,Dickinson ,16667
19061, Iowa,Dubuque ,93653
19063, Iowa,Emmet ,10302
19065, Iowa,Fayette ,20880
19067, Iowa,Floyd ,16303
19069, Iowa,Franklin ,10680
